Country,Code,Year,Growth,Health,Education,Capital,Trade,Income,CPI
Sweden,SWE,2000,3.856966421,7.41244804,12.92327023,22.75418235,82.32740621,High income,94
United Kingdom,GBR,2000,3.47785746,6.01210311,12.05230999,18.46573094,51.53089941,High income,87
Austria,AUT,2001,0.13466048,9.28751266,10.85632038,25.15693453,87.46796056,High income,78
Belgium,BEL,2001,-0.663883129,8.10533207,11.87948036,22.5921071,138.6944652,High income,66
Bulgaria,BGR,2001,9.812778714,6.91216546,9.277739525,21.39500567,79.35049015,Upper middle income,39
Croatia,HRV,2001,0.997987955,7.16206455,NA,22.11252256,80.84477357,Upper middle income,39
Cyprus,CYP,2001,3.888859131,5.34238735,14.3215704,19.01679752,131.8489343,High income,NA
Czech Republic,CZE,2001,3.948254084,5.90058216,8.839110374,31.54924115,99.30997399,High income,39
Denmark,DNK,2001,0.894242056,8.4483269,15.54854012,21.82517867,83.96858681,High income,95
Estonia,EST,2001,8.503187078,4.78791354,15.05838013,30.09869578,126.6509688,High income,56
Finland,FIN,2001,2.998940092,6.98526832,12.63444996,23.20527289,70.26592909,High income,99
France,FRA,2001,0.940980193,9.66523159,10.57707024,22.0726142,54.31666763,High income,67
Germany,DEU,2001,1.359467266,9.87549602,NA,22.31396656,61.97779664,High income,74
Hungary,HUN,2001,6.534024503,6.8329084,10.45506954,26.39542532,130.6978978,High income,53
Greece,GRC,2001,3.79272338,7.98784182,7.316520214,25.69133517,56.13996927,High income,42
Italy,ITA,2001,2.025793744,7.76886299,9.825440407,20.66966861,50.20822391,High income,55
Latvia,LVA,2001,12.78991621,8.3510914,15.87751961,28.18177358,86.49397677,High income,34
Lithuania,LTU,2001,8.149565505,5.82620029,16.67028046,19.01975762,93.55018063,High income,48
Luxembourg,LUX,2001,0.515361612,6.41021963,9.302109718,21.76411606,271.3444488,High income,87
Netherlands,NLD,2001,-1.410679908,7.4412204,11.01714039,22.82985383,120.9865407,High income,88
Poland,POL,2001,0.931965882,5.67864355,11.86071968,20.5579666,58.07519472,High income,41
Portugal,PRT,2001,1.228868531,8.4039933,12.09401035,28.14277065,65.0640678,High income,63
Romania,ROU,2001,6.541909408,4.34137343,9.848819733,22.62184857,73.49696435,Upper middle income,28
Slovak Republic,SVK,2001,3.504863229,5.34015727,8.87773037,31.35665684,123.6156401,High income,37
Slovenia,SVN,2001,4.500022759,7.87635954,13.81725025,26.37629371,104.5386942,High income,52
Spain,ESP,2001,3.022981748,6.78313377,10.71261024,26.57306069,58.07415858,High income,70
Sweden,SWE,2001,0.139662822,8.03416286,12.80768013,22.75013821,81.27620423,High income,90
United Kingdom,GBR,2001,2.761654747,6.35113759,12.28367043,17.85660071,51.78048458,High income,83
Austria,AUT,2002,2.305819091,9.41272066,10.53232956,23.62214393,86.7940455,High income,78
Belgium,BEL,2002,1.544658425,8.26350135,12.01327991,20.66459903,135.124885,High income,71
Bulgaria,BGR,2002,10.65040325,7.13596914,9.654319763,20.55885092,75.46514112,Upper middle income,40
Croatia,HRV,2002,7.762642413,6.19018539,7.973289967,25.85352995,83.21899405,Upper middle income,38
Cyprus,CYP,2002,3.045697808,5.61591572,14.91421032,21.84391294,123.6406522,High income,NA
Czech Republic,CZE,2002,2.991302455,6.21511915,8.988100052,30.12562443,91.52598182,High income,37
Denmark,DNK,2002,0.022401293,8.70251179,15.43387985,21.34306101,84.55693977,High income,95
Estonia,EST,2002,8.066146483,4.73280764,15.28682995,33.12371238,124.0913643,High income,56
Finland,FIN,2002,1.556073848,7.35891132,12.6825304,22.07850886,69.29037218,High income,97
France,FRA,2002,-0.348689177,9.98176457,10.34288979,21.229612,52.41551091,High income,63
Germany,DEU,2002,-0.075186636,10.12239226,NA,19.91920481,60.77300852,High income,73
Hungary,HUN,2002,7.020631341,7.12604302,10.17914963,25.79402922,117.951385,High income,49
Greece,GRC,2002,3.374882766,8.23377837,7.477159977,24.74970466,50.34899626,High income,42
Italy,ITA,2002,-0.14121777,7.89303446,9.505140305,21.41662522,48.19841696,High income,52
Latvia,LVA,2002,8.670433843,8.49478505,16.37018013,28.15828178,83.29865846,High income,37
Lithuania,LTU,2002,8.922420037,6.18989357,17.46509933,20.63295055,100.3598816,High income,48
Luxembourg,LUX,2002,-2.649491449,6.73757805,NA,19.69385501,258.8431483,High income,90
Netherlands,NLD,2002,-0.480861511,7.95428118,11.09920025,21.23231298,114.7103848,High income,90
Poland,POL,2002,1.813407317,6.07919421,11.91849041,18.44545575,60.92445631,High income,40
Portugal,PRT,2002,1.23258892,8.55804612,12.02215004,25.99969878,62.16105381,High income,63
Romania,ROU,2002,4.785028906,4.56619629,10.92234993,22.45469436,76.04920396,Upper middle income,26
Slovak Republic,SVK,2002,4.270688952,5.51682144,9.417570114,30.72372732,122.1961348,High income,37
Slovenia,SVN,2002,4.683897847,7.99610541,13.72527027,25.34934755,103.327149,High income,60
Spain,ESP,2002,2.029868584,6.80292358,10.70899963,26.90060431,54.98286373,High income,71
Sweden,SWE,2002,0.879409646,8.36211553,13.13228035,21.74101007,77.86356229,High income,93
United Kingdom,GBR,2002,2.851210427,6.6226913,13.55554008,17.76296274,50.34232237,High income,87
Austria,AUT,2003,0.663231552,9.58291804,10.73962021,24.38091962,86.17005099,High income,80
Belgium,BEL,2003,-0.415557798,9.08952933,11.6037302,20.86068148,131.9903126,High income,76
Bulgaria,BGR,2003,5.045429473,7.25556114,11.18025017,22.14921883,79.2771073,Upper middle income,39
Croatia,HRV,2003,3.879740645,6.36214933,8.211899757,27.98534379,85.21914353,Upper middle income,37
Cyprus,CYP,2003,3.371230785,5.53012386,16.51523018,20.36375219,114.0046926,High income,61
Czech Republic,CZE,2003,4.162236642,6.57603735,8.554820061,29.03907725,95.01519722,High income,39
Denmark,DNK,2003,0.538894274,8.90363048,15.14175034,20.92171852,80.8817255,High income,95
Estonia,EST,2003,7.619249632,4.88543903,15.18782997,35.27742197,123.2780547,High income,55
Finland,FIN,2003,-0.266371735,7.66280176,12.77597046,22.25059214,68.03765942,High income,97
France,FRA,2003,0.106677844,10.04113395,10.84214973,21.09850877,50.13197446,High income,69
Germany,DEU,2003,-0.305495733,10.35800512,NA,19.68739865,61.51913445,High income,77
Hungary,HUN,2003,5.027258009,8.14326758,11.82977009,24.74229212,116.4283843,High income,48
Greece,GRC,2003,4.338448238,8.19821033,7.3604002,27.374885,48.19005372,High income,43
Italy,ITA,2003,-0.04479861,7.85541424,9.640839577,21.0653324,46.26863869,High income,53
Latvia,LVA,2003,10.47116454,8.23325483,15.37675953,30.17111166,84.7807483,High income,38
Lithuania,LTU,2003,10.37889981,6.24531302,15.93097973,21.80110795,98.1259502,High income,47
Luxembourg,LUX,2003,-2.605486465,6.9711736,NA,20.45693814,254.1010524,High income,87
Netherlands,NLD,2003,1.156471603,8.45717556,11.40470982,20.8111378,112.6547602,High income,89
Poland,POL,2003,2.212064984,5.96231367,11.67253017,18.83181824,69.43730569,High income,36
Portugal,PRT,2003,-0.651591102,8.90151432,11.64595032,23.63024778,60.43826721,High income,66
Romania,ROU,2003,6.321461933,5.18637701,11.13906002,22.7213977,76.51250672,Upper middle income,28
Slovak Republic,SVK,2003,0.316253951,5.45839442,10.56774044,25.78402277,126.2829945,High income,37
Slovenia,SVN,2003,2.981854512,8.08173371,13.69596004,26.42180359,102.1084668,High income,59
Spain,ESP,2003,1.888810947,7.53018064,10.88755035,27.82337157,53.11137165,High income,69
Sweden,SWE,2003,4.311932818,8.46388685,12.8358202,21.57414192,76.14812773,High income,93
United Kingdom,GBR,2003,3.404615151,6.88601536,13.61705971,17.38414455,49.47157307,High income,87
Austria,AUT,2004,2.21590339,9.64729219,9.873330116,24.0275544,90.61794791,High income,84
Belgium,BEL,2004,2.240621733,9.10842554,11.86717033,22.49480099,136.0378332,High income,75
Bulgaria,BGR,2004,7.224101419,6.94398137,6.703000069,23.48061537,93.28954514,Upper middle income,41
Croatia,HRV,2004,6.665688323,6.5725789,8.119059563,27.53406362,84.92487766,Upper middle income,35
Cyprus,CYP,2004,3.481303885,5.28468639,15.83298016,22.22285997,113.9045337,High income,54
Czech Republic,CZE,2004,5.301700893,6.39546323,9.539540291,29.34894483,113.8683352,High income,42
Denmark,DNK,2004,3.9030978,9.00743094,15.48686028,21.69135346,82.20778074,High income,95
Estonia,EST,2004,7.452094825,5.09280262,14.48865986,34.53914678,130.9127506,High income,60
Finland,FIN,2004,4.532654891,7.79097282,12.77896023,22.90868707,70.99137414,High income,97
France,FRA,2004,1.951009396,10.12424262,10.7323103,21.80335056,51.19677804,High income,71
Germany,DEU,2004,3.362369215,10.13031683,NA,19.12081282,65.85610978,High income,82
Hungary,HUN,2004,5.197977162,7.78994909,11.00590038,27.01657249,122.9828493,High income,48
Greece,GRC,2004,4.087430997,7.93223888,7.70182991,25.30716964,49.8984416,High income,43
Italy,ITA,2004,1.005608693,8.18779716,9.388010025,21.17097465,47.54364359,High income,48
Latvia,LVA,2004,9.635903841,9.2754074,14.50181007,33.03493107,93.713351,High income,40
Lithuania,LTU,2004,12.95178128,5.50508014,15.5721302,22.68148798,101.7306101,High income,46
Luxembourg,LUX,2004,16.08702349,7.34654114,NA,20.31605204,281.2083939,High income,84
Netherlands,NLD,2004,1.926637699,8.52118663,11.72140026,20.6829421,119.1482215,High income,87
Poland,POL,2004,3.988039008,5.86866808,12.31606007,20.23057417,71.21316697,High income,35
Portugal,PRT,2004,0.966858772,9.29547632,10.94620991,24.17975737,62.76298067,High income,63
Romania,ROU,2004,10.69736027,5.38779068,9.843310356,24.28622427,80.21416086,Upper middle income,29
Slovak Republic,SVK,2004,8.470846768,6.47974578,10.86330986,27.3808566,140.1618237,High income,40
Slovenia,SVN,2004,3.120536182,7.92680512,13.49901962,28.60556072,111.3771087,High income,60
Spain,ESP,2004,0.6439633,7.6191456,10.72628975,28.75287316,54.21246314,High income,71
Sweden,SWE,2004,2.289409559,8.26137253,12.96947956,21.55761885,79.29382574,High income,92
United Kingdom,GBR,2004,2.4444585,7.09729047,12.9549799,17.02408459,49.51136982,High income,86
Austria,AUT,2005,1.039233241,9.58190549,10.26185036,23.78549754,93.76702228,High income,87
Belgium,BEL,2005,0.66211609,9.02350513,11.17420006,23.60925617,143.3762209,High income,74
Bulgaria,BGR,2005,5.580269971,6.94420055,12.07252026,27.7626785,99.87344245,Upper middle income,40
Croatia,HRV,2005,6.360402082,6.90187205,NA,27.93838433,84.72784068,Upper middle income,34
Cyprus,CYP,2005,1.425833241,5.28617016,15.83936024,22.52513432,111.9175222,High income,57
Czech Republic,CZE,2005,6.300574642,6.39464022,9.323120117,29.12468901,122.0152585,High income,43
Denmark,DNK,2005,3.234853133,9.0905709,15.77933979,22.20640309,89.39976696,High income,95
Estonia,EST,2005,13.13918339,4.95591487,14.52334976,33.18469105,136.9166007,High income,64
Finland,FIN,2005,0.521038498,7.99793901,12.24969959,24.64671781,76.62771387,High income,96
France,FRA,2005,0.508259736,10.17983581,10.40091991,22.37567284,53.1520143,High income,75
Germany,DEU,2005,0.354924989,10.27520145,NA,18.81453022,70.42119034,High income,82
Hungary,HUN,2005,3.865135189,8.02863187,10.80056953,25.40230267,127.3536783,High income,50
Greece,GRC,2005,1.240377352,8.99658356,8.700209618,22.09927821,50.90086412,High income,43
Italy,ITA,2005,-0.290798726,8.3612048,9.013730049,21.10345161,49.41381483,High income,50
Latvia,LVA,2005,14.2130688,8.85355766,NA,35.14405726,100.8333976,High income,42
Lithuania,LTU,2005,11.51945946,5.63745096,14.57956028,24.05368628,114.9169389,High income,48
Luxembourg,LUX,2005,3.321899117,7.18410975,NA,20.97179452,297.7729742,High income,85
Netherlands,NLD,2005,0.091756892,9.27056354,12.19349003,20.90691319,124.5538472,High income,86
Poland,POL,2005,6.135541382,5.80727181,12.25104046,19.90503479,70.27496093,High income,34
Portugal,PRT,2005,0.059747152,9.43340859,10.8635397,23.65723581,62.57180573,High income,65
Romania,ROU,2005,10.24418919,5.45876468,10.83668041,23.87004249,75.92764334,Upper middle income,30
Slovak Republic,SVK,2005,9.103410013,6.59792205,9.466119766,29.71256504,148.6793974,High income,43
Slovenia,SVN,2005,3.187986473,7.96504212,13.29055023,28.37993194,119.7974805,High income,61
Spain,ESP,2005,1.209157604,7.67640382,10.78145027,30.01571087,54.33510358,High income,70
Sweden,SWE,2005,2.490505986,8.27739469,12.67805004,22.00387156,84.57396972,High income,92
United Kingdom,GBR,2005,2.755158927,7.23952802,13.18188,17.21944682,51.93899823,High income,86
Austria,AUT,2006,3.183561206,9.4818364,10.37458038,23.55121424,97.73641652,High income,86
Belgium,BEL,2006,1.112401517,8.92097795,12.05537033,23.88416042,147.6939014,High income,73
Bulgaria,BGR,2006,5.184381252,6.57317955,12.01047993,32.14934436,111.2914142,Upper middle income,40
Croatia,HRV,2006,4.856730471,6.97723486,NA,29.80770267,86.06567354,Upper middle income,34
Cyprus,CYP,2006,2.423262098,5.30853318,16.17962074,24.70455859,109.8064413,High income,56
Czech Republic,CZE,2006,3.9066184,6.20554248,10.35336971,30.04402758,127.6325026,High income,48
Denmark,DNK,2006,3.865021756,9.16879674,15.51264,24.29826543,97.36669718,High income,95
Estonia,EST,2006,10.69225548,4.91832388,NA,39.34660313,137.1214082,High income,67
Finland,FIN,2006,3.239553329,8.00452049,12.28382015,24.02180588,82.18278935,High income,96
France,FRA,2006,1.197870011,10.04536783,10.36730003,23.17356323,55.18724501,High income,74
Germany,DEU,2006,4.59235598,10.12848637,9.574159622,19.77261047,77.0821686,High income,80
Hungary,HUN,2006,3.129515479,7.84001611,10.32771015,25.67557423,149.0528264,High income,52
Greece,GRC,2006,3.012202886,8.96532477,NA,26.15190167,52.85023864,High income,44
Italy,ITA,2006,1.07652644,8.45968681,9.527190208,21.89388594,53.29227483,High income,49
Latvia,LVA,2006,9.761564404,8.8181052,13.91162968,39.22784984,100.6185996,High income,47
Lithuania,LTU,2006,7.029347527,5.83906442,14.28964996,26.72533918,121.5041934,High income,48
Luxembourg,LUX,2006,-6.235487929,6.70957809,NA,18.28430737,320.5982618,High income,86
Netherlands,NLD,2006,6.558543599,9.18211674,11.83043957,21.51233055,129.8258669,High income,87
Poland,POL,2006,5.654900106,5.80066618,12.69519997,21.69637249,77.79139372,High income,37
Portugal,PRT,2006,-0.578867568,9.13617249,10.84840965,23.23360214,68.07303623,High income,66
Romania,ROU,2006,13.23141641,5.00907337,NA,27.23208329,76.05263105,Upper middle income,31
Slovak Republic,SVK,2006,9.227695965,6.86156875,9.580109596,28.84372095,166.0311004,High income,47
Slovenia,SVN,2006,5.113773267,7.80212895,13.31970024,30.17775364,129.4386214,High income,64
Spain,ESP,2006,1.820476348,7.75518882,10.88879013,31.29614454,55.65927296,High income,68
Sweden,SWE,2006,5.78897718,8.16106452,12.7211504,23.02663273,88.78948308,High income,92
United Kingdom,GBR,2006,-0.212128263,7.3843617,13.14474964,17.59422181,55.82550643,High income,86
Austria,AUT,2007,2.961293307,9.47828009,10.45228958,24.47866643,100.2397686,High income,81
Belgium,BEL,2007,2.752446482,8.94994358,12.12403011,24.44744533,151.1636219,High income,71
Bulgaria,BGR,2007,4.461010186,6.15947624,11.11392021,33.36244844,122.6138492,Upper middle income,41
Croatia,HRV,2007,6.232674765,7.47406369,8.831609726,29.70299728,85.26845637,Upper middle income,41
Cyprus,CYP,2007,6.621368578,5.19121611,16.72047997,24.49604912,111.2750838,High income,53
Czech Republic,CZE,2007,5.267250103,6.02907661,9.699159622,32.07227801,130.3729027,High income,52
Denmark,DNK,2007,-1.081885313,9.32515549,15.35669994,25.27781372,100.0678611,High income,94
Estonia,EST,2007,7.851438531,5.02833859,13.87777042,39.2922128,135.2656776,High income,65
Finland,FIN,2007,4.226619924,7.82608316,12.14995003,25.50004288,83.1759422,High income,94
France,FRA,2007,1.990204235,9.96160043,10.4259901,24.111283,55.54770336,High income,73
Germany,DEU,2007,3.136757004,9.9845617,10.14313984,20.74931463,79.37053115,High income,78
Hungary,HUN,2007,-0.987846207,7.25509019,10.33817005,24.18142621,155.2000852,High income,53
Greece,GRC,2007,2.160104477,9.06037355,NA,27.13109788,57.52437422,High income,46
Italy,ITA,2007,0.76396695,8.16283649,8.801930428,22.18536377,55.21364719,High income,52
Latvia,LVA,2007,15.95295607,8.8529169,14.06704998,41.53842776,95.92301934,High income,48
Lithuania,LTU,2007,11.37966075,5.75743698,13.32594013,32.10931314,113.8414293,High income,48
Luxembourg,LUX,2007,14.19092006,6.23422425,NA,19.20872207,332.5048493,High income,84
Netherlands,NLD,2007,2.879192238,9.23702289,11.62495995,22.25492434,131.7218889,High income,90
Poland,POL,2007,7.190454232,5.8729005,11.2919302,25.20770795,80.66200462,High income,42
Portugal,PRT,2007,2.743578775,9.06581211,11.0637598,23.07130776,69.65307983,High income,65
Romania,ROU,2007,17.3161473,5.11153525,12.00496006,31.28337803,72.59205385,Upper middle income,37
Slovak Republic,SVK,2007,11.91913966,7.18981221,9.712280273,28.48310434,167.6708549,High income,49
Slovenia,SVN,2007,6.426191684,7.49448974,12.89665985,32.87601996,136.4919645,High income,66
Spain,ESP,2007,1.087344746,7.83671201,10.87619972,31.33547433,57.40645647,High income,67
Sweden,SWE,2007,3.708839809,8.07390721,12.75094032,24.60885524,89.53977992,High income,93
United Kingdom,GBR,2007,1.682525077,7.48933098,13.03040028,18.11052575,52.20208712,High income,84
Austria,AUT,2008,1.297456848,9.63474273,10.55515003,24.38242249,101.4883311,High income,81
Belgium,BEL,2008,-1.673741479,9.33923619,12.51309013,25.7304643,158.9080451,High income,73
Bulgaria,BGR,2008,10.71245231,6.29068295,12.61225986,36.9737712,124.8448579,Upper middle income,36
Croatia,HRV,2008,1.561335174,7.70480821,9.549320221,31.43427816,84.99464126,Upper middle income,44
Cyprus,CYP,2008,-0.010879665,6.01936231,17.59074974,29.17447122,112.9469641,High income,64
Czech Republic,CZE,2008,0.074451928,6.37362529,9.344639778,31.06182052,124.2888316,High income,52
Denmark,DNK,2008,-1.202557538,9.51134351,14.83026028,23.98407967,104.8282236,High income,93
Estonia,EST,2008,-4.649056787,5.75219921,14.15126991,30.71839726,137.5229531,High income,66
Finland,FIN,2008,-1.650348804,8.08408557,12.11540031,25.10131072,86.51186561,High income,90
France,FRA,2008,-1.191678227,10.10223474,10.27361012,24.08793246,56.52383696,High income,69
Germany,DEU,2008,-0.487411934,10.18050231,10.11993027,20.86004044,80.94490464,High income,79
Hungary,HUN,2008,0.391596359,7.13502424,10.27056026,24.68325119,158.2079627,High income,51
Greece,GRC,2008,-2.123876715,9.38345943,NA,24.51129226,59.32971572,High income,47
Italy,ITA,2008,-4.041522695,8.56183142,9.205169678,21.78129619,54.71800767,High income,48
Latvia,LVA,2008,-1.968260679,8.5163657,14.76309967,35.09006422,92.00137899,High income,50
Lithuania,LTU,2008,5.606119877,6.28817328,13.0529604,27.88715583,125.8494171,High income,46
Luxembourg,LUX,2008,-9.204735738,6.53786397,NA,20.69287603,343.5618283,High income,83
Netherlands,NLD,2008,-2.359325384,9.51053425,11.69202042,22.3509496,134.6586082,High income,89
Poland,POL,2008,6.372909891,6.37342514,11.40635967,24.65598658,80.75445408,High income,46
Portugal,PRT,2008,-2.522273073,9.35251067,10.37182999,23.56598676,71.96332806,High income,61
Romania,ROU,2008,11.54227447,5.1707636,NA,33.4367617,67.11996273,Upper middle income,38
Slovak Republic,SVK,2008,5.597878424,6.96639296,9.547889709,28.65846674,162.9209298,High income,50
Slovenia,SVN,2008,1.811370553,7.84938816,12.54903984,32.69489995,134.144353,High income,67
Spain,ESP,2008,-2.055938836,8.28908822,10.93867016,29.59546686,55.75793411,High income,65
Sweden,SWE,2008,-1.812197081,8.31308546,12.94225025,24.51966717,93.35913135,High income,93
United Kingdom,GBR,2008,-2.88592231,7.7415566,12.95493031,16.99367936,56.46789408,High income,77
Austria,AUT,2009,-5.252407567,10.14206027,10.58393002,22.69746478,86.24780685,High income,79
Belgium,BEL,2009,-4.367307679,10.07083958,11.84788036,21.66441932,136.3567579,High income,71
Bulgaria,BGR,2009,1.008411408,6.61345274,12.65674973,28.56784667,92.94110232,Upper middle income,38
Croatia,HRV,2009,-8.662193945,8.17113139,9.227259636,25.03881695,72.76179586,Upper middle income,41
Cyprus,CYP,2009,-3.856824116,6.46461028,17.20125008,23.09957962,102.8018315,High income,66
Czech Republic,CZE,2009,-6.290416411,7.30886385,9.583930016,26.51316949,113.4927688,High income,49
Denmark,DNK,2009,-4.902091699,10.67431683,14.94417,19.08836839,89.75503196,High income,93
Estonia,EST,2009,-15.10491302,6.54284987,13.45903015,20.71074032,116.6496452,High income,66
Finland,FIN,2009,-8.965038487,8.8716979,11.84331989,21.22753813,70.53124085,High income,89
France,FRA,2009,-3.922177952,10.80662093,10.10988045,21.3046095,49.56784804,High income,69
Germany,DEU,2009,-3.810340237,11.16714358,10.25823975,18.06745574,70.66504625,High income,80
Hungary,HUN,2009,-5.580581353,7.28355933,9.864379883,20.29754164,144.7813901,High income,51
Greece,GRC,2009,-4.301557408,9.46849801,NA,18.33789732,47.74384654,High income,38
Italy,ITA,2009,-4.506550582,8.97653684,8.867170334,19.39261925,45.60911674,High income,43
Latvia,LVA,2009,-6.367934963,8.86383542,13.02513981,21.98608107,86.82642154,High income,45
Lithuania,LTU,2009,-12.72611965,7.35535441,12.77760983,12.37116988,105.5585821,High income,49
Luxembourg,LUX,2009,-27.25520636,7.33959136,NA,16.2120164,295.9728062,High income,82
Netherlands,NLD,2009,-3.225258033,10.23626324,11.41065025,20.94601159,118.9804709,High income,89
Poland,POL,2009,3.432563303,6.58685972,11.10286999,20.57312011,75.22591327,High income,50
Portugal,PRT,2009,-1.20012524,9.87895003,11.07481003,20.79135157,61.08227734,High income,58
Romania,ROU,2009,-7.846614507,5.48894192,11.02128983,27.11777025,61.1534098,Upper middle income,38
Slovak Republic,SVK,2009,-7.360065964,7.95678435,9.098380089,21.12363387,136.701527,High income,45
Slovenia,SVN,2009,-7.937829178,8.56174826,12.30418015,23.38212279,112.6165369,High income,66
Spain,ESP,2009,-3.045541085,8.98892964,10.63551998,24.56535922,46.4972031,High income,61
Sweden,SWE,2009,-8.289677558,8.94447909,13.16331005,20.9241635,83.14330294,High income,92
United Kingdom,GBR,2009,-4.934512268,8.57783606,12.62506962,14.42836259,54.44468126,High income,77
Austria,AUT,2010,2.009354562,10.11228382,10.78913021,22.60784712,99.01979624,High income,79
Belgium,BEL,2010,4.702123518,9.91800872,12.01438999,22.69205328,151.1001765,High income,71
Bulgaria,BGR,2010,-0.263472372,7.10581466,11.16341972,22.56768175,103.2073848,Upper middle income,36
Croatia,HRV,2010,-0.66056627,8.12300034,8.95827961,21.35008598,75.89763047,Upper middle income,41
Cyprus,CYP,2010,-3.162216383,6.27779476,15.73480034,23.77781808,107.6908728,High income,63
Czech Republic,CZE,2010,0.466009145,6.94350531,9.480409622,27.12269436,128.9670771,High income,46
Denmark,DNK,2010,4.117923483,10.37557581,15.10334015,18.07605612,94.09997979,High income,93
Estonia,EST,2010,-0.806988553,6.33367988,13.64278984,21.27519286,143.8001515,High income,65
Finland,FIN,2010,2.55061087,8.86869375,11.94548988,21.63495457,76.08979156,High income,92
France,FRA,2010,1.540642875,10.71304671,10.06912994,21.91124159,53.96843903,High income,68
Germany,DEU,2010,3.753150721,11.03489841,10.39811039,19.62539631,79.30307822,High income,79
Hungary,HUN,2010,0.523745429,7.55835933,9.685520172,20.66075978,158.3526979,High income,47
Greece,GRC,2010,-6.854581303,9.560039,NA,17.04824115,52.82909793,High income,35
Italy,ITA,2010,-0.118273271,8.95361182,8.723950386,20.53770159,52.34559738,High income,39
Latvia,LVA,2010,-10.83079545,8.6271369,11.80902958,19.31859176,108.7889868,High income,43
Lithuania,LTU,2010,-0.243668506,6.8146869,12.85881996,17.99989507,132.561782,High income,50
Luxembourg,LUX,2010,13.79168307,7.03065126,NA,17.88551104,316.1614002,High income,85
Netherlands,NLD,2010,1.702308895,10.40288039,11.54292965,20.42035622,135.5450094,High income,88
Poland,POL,2010,3.131117476,6.41907151,11.06464958,21.31325166,82.10832645,High income,53
Portugal,PRT,2010,1.508153901,9.81947515,10.4265604,21.08069673,67.3048494,High income,60
Romania,ROU,2010,1.105341525,5.70801251,9.129130363,26.83620005,70.74457215,Upper middle income,37
Slovak Republic,SVK,2010,2.798964814,7.80112257,9.766160011,24.01345997,154.1230598,High income,43
Slovenia,SVN,2010,-2.028778369,8.56162351,12.0801897,22.23994775,127.1413302,High income,64
Spain,ESP,2010,-1.063417657,9.02218513,10.5639801,23.54896455,52.34357293,High income,61
Sweden,SWE,2010,5.829637957,8.48640651,13.19909954,22.9126811,86.90284699,High income,92
United Kingdom,GBR,2010,2.941629385,8.50761193,13.05327988,15.67951176,59.03396277,High income,76
Austria,AUT,2011,1.091285813,9.90937053,10.9884901,24.14047447,105.1027886,High income,77.9
Belgium,BEL,2011,-3.298042083,10.08100716,11.71487999,23.99010515,162.7536657,High income,74.9
Bulgaria,BGR,2011,4.401136266,7.14387251,11.10004997,21.47033159,117.7619669,Upper middle income,33.3
Croatia,HRV,2011,3.532526468,7.80604748,8.515839577,20.62795256,81.27321941,Upper middle income,40.3
Cyprus,CYP,2011,0.67716183,6.59134564,15.58158016,18.76276538,108.7886636,High income,62.7
Czech Republic,CZE,2011,0.185247517,6.97689183,9.92718029,26.95753708,138.7849783,High income,43.7
Denmark,DNK,2011,0.367558315,10.19668712,15.03625965,19.1269586,101.2457401,High income,93.9
Estonia,EST,2011,10.60492279,5.82261993,13.40620041,25.10649952,167.3499492,High income,63.5
Finland,FIN,2011,0.537573696,8.94886955,11.91888046,23.50903393,79.16990486,High income,94
France,FRA,2011,1.016786134,10.72586389,9.863940239,23.21059164,58.16900437,High income,70.1
Germany,DEU,2011,5.439243238,10.74721063,10.7533102,21.07753263,84.74773595,High income,80.5
Hungary,HUN,2011,0.853324121,7.58013875,9.304320335,20.4564412,167.3880437,High income,45.6
Greece,GRC,2011,-11.43224853,9.09809742,NA,15.1046568,57.84462004,High income,33.9
Italy,ITA,2011,-0.76870457,8.83464291,8.392379761,20.46225902,55.58298756,High income,39.1
Latvia,LVA,2011,9.539303686,7.92479645,12.7153101,25.17278808,120.6112509,High income,41.9
Lithuania,LTU,2011,6.695725215,6.4939425,12.33635044,21.7162027,152.5412652,High income,47.5
Luxembourg,LUX,2011,-4.151256017,6.1120571,NA,19.44596511,323.4496073,High income,85.1
Netherlands,NLD,2011,1.822848889,10.52050133,11.76500988,20.51983967,146.1732166,High income,88.9
Poland,POL,2011,4.652329603,6.23388228,10.98657036,22.43978903,87.08272276,High income,54.8
Portugal,PRT,2011,-1.611452156,9.53115801,10.23923016,18.59842223,72.86388057,High income,61
Romania,ROU,2011,0.811861416,4.65105826,8.33493042,27.85789772,79.25781618,Upper middle income,36.1
Slovak Republic,SVK,2011,-0.509762452,7.41832892,9.70746994,24.9662676,171.007873,High income,39.7
Slovenia,SVN,2011,-0.675765751,8.54011378,12.07168007,21.72006041,138.9123013,High income,58.7
Spain,ESP,2011,-3.40398661,9.09151309,10.62528038,21.90734916,58.08609285,High income,62.3
Sweden,SWE,2011,0.873621969,10.67897654,13.08837032,23.81596231,88.66152689,High income,93
United Kingdom,GBR,2011,0.0842113,8.45869043,12.71292019,15.55916534,62.56001301,High income,77.8
Austria,AUT,2012,-0.701694225,10.13021724,10.70236015,23.97710689,105.1521774,High income,69
Belgium,BEL,2012,0.828183463,10.18429342,NA,23.20453595,163.994977,High income,75
Bulgaria,BGR,2012,1.955454119,7.59139434,10.69091988,21.94202615,124.7763246,Upper middle income,41
Croatia,HRV,2012,-2.332775879,7.79695502,NA,19.26938972,82.67557876,Upper middle income,46
Cyprus,CYP,2012,-7.839508738,6.69358401,NA,16.06848746,108.369549,High income,66
